ID,DATA,CLIENTE,PRODUTO,CATEGORIA,QUANTIDADE,PRECO_UNITARIO,DESCONTO_PERCENTUAL,FORMA_PAGAMENTO,CIDADE,ESTADO,STATUS
760,2025-05-05,CLIENTE_0760,PRODUTO_041,CATEGORIA_05,1,97.20,10,CARTAO_CREDITO,CIDADE_01,UF05,PENDENTE
761,2026-06-06,CLIENTE_0761,PRODUTO_042,CATEGORIA_06,2,98.57,11,PIX,CIDADE_02,UF06,CANCELADO
762,2024-07-07,CLIENTE_0762,PRODUTO_043,CATEGORIA_07,3,99.94,12,BOLETO,CIDADE_03,UF07,PAGO
763,2025-08-08,CLIENTE_0763,PRODUTO_044,CATEGORIA_08,4,101.31,13,CARTAO_DEBITO,CIDADE_04,UF08,PENDENTE
764,2026-09-09,CLIENTE_0764,PRODUTO_045,CATEGORIA_09,5,102.68,14,CARTAO_CREDITO,CIDADE_05,UF09,CANCELADO
765,2024-10-10,CLIENTE_0765,PRODUTO_046,CATEGORIA_10,6,104.05,15,PIX,CIDADE_06,UF10,PAGO
766,2025-11-11,CLIENTE_0766,PRODUTO_047,CATEGORIA_11,7,105.42,16,BOLETO,CIDADE_07,UF11,PENDENTE
767,2026-12-12,CLIENTE_0767,PRODUTO_048,CATEGORIA_12,8,106.79,17,CARTAO_DEBITO,CIDADE_08,UF12,CANCELADO
768,2024-01-13,CLIENTE_0768,PRODUTO_049,CATEGORIA_01,9,108.16,18,CARTAO_CREDITO,CIDADE_09,UF13,PAGO
769,2025-02-14,CLIENTE_0769,PRODUTO_050,CATEGORIA_02,10,109.53,19,PIX,CIDADE_10,UF14,PENDENTE
770,2026-03-15,CLIENTE_0770,PRODUTO_051,CATEGORIA_03,1,110.90,20,BOLETO,CIDADE_11,UF15,CANCELADO
771,2024-04-16,CLIENTE_0771,PRODUTO_052,CATEGORIA_04,2,112.27,21,CARTAO_DEBITO,CIDADE_12,UF16,PAGO
772,2025-05-17,CLIENTE_0772,PRODUTO_053,CATEGORIA_05,3,113.64,22,CARTAO_CREDITO,CIDADE_13,UF17,PENDENTE
773,2026-06-18,CLIENTE_0773,PRODUTO_054,CATEGORIA_06,4,115.01,23,PIX,CIDADE_14,UF18,CANCELADO
774,2024-07-19,CLIENTE_0774,PRODUTO_055,CATEGORIA_07,5,116.38,24,BOLETO,CIDADE_15,UF19,PAGO
775,2025-08-20,CLIENTE_0775,PRODUTO_056,CATEGORIA_08,6,117.75,0,CARTAO_DEBITO,CIDADE_16,UF20,PENDENTE
776,2026-09-21,CLIENTE_0776,PRODUTO_057,CATEGORIA_09,7,119.12,1,CARTAO_CREDITO,CIDADE_17,UF21,CANCELADO
777,2024-10-22,CLIENTE_0777,PRODUTO_058,CATEGORIA_10,8,120.49,2,PIX,CIDADE_18,UF22,PAGO
778,2025-11-23,CLIENTE_0778,PRODUTO_059,CATEGORIA_11,9,121.86,3,BOLETO,CIDADE_19,UF23,PENDENTE
779,2026-12-24,CLIENTE_0779,PRODUTO_060,CATEGORIA_12,10,123.23,4,CARTAO_DEBITO,CIDADE_20,UF24,CANCELADO
780,2024-01-25,CLIENTE_0780,PRODUTO_061,CATEGORIA_01,1,124.60,5,CARTAO_CREDITO,CIDADE_21,UF25,PAGO
781,2025-02-26,CLIENTE_0781,PRODUTO_062,CATEGORIA_02,2,125.97,6,PIX,CIDADE_22,UF26,PENDENTE
782,2026-03-27,CLIENTE_0782,PRODUTO_063,CATEGORIA_03,3,127.34,7,BOLETO,CIDADE_23,UF27,CANCELADO
783,2024-04-28,CLIENTE_0783,PRODUTO_064,CATEGORIA_04,4,128.71,8,CARTAO_DEBITO,CIDADE_24,UF01,PAGO
784,2025-05-01,CLIENTE_0784,PRODUTO_065,CATEGORIA_05,5,130.08,9,CARTAO_CREDITO,CIDADE_25,UF02,PENDENTE
785,2026-06-02,CLIENTE_0785,PRODUTO_066,CATEGORIA_06,6,131.45,10,PIX,CIDADE_26,UF03,CANCELADO
786,2024-07-03,CLIENTE_0786,PRODUTO_067,CATEGORIA_07,7,132.82,11,BOLETO,CIDADE_27,UF04,PAGO
787,2025-08-04,CLIENTE_0787,PRODUTO_068,CATEGORIA_08,8,134.19,12,CARTAO_DEBITO,CIDADE_28,UF05,PENDENTE
788,2026-09-05,CLIENTE_0788,PRODUTO_069,CATEGORIA_09,9,135.56,13,CARTAO_CREDITO,CIDADE_29,UF06,CANCELADO
789,2024-10-06,CLIENTE_0789,PRODUTO_070,CATEGORIA_10,10,136.93,14,PIX,CIDADE_30,UF07,PAGO
790,2025-11-07,CLIENTE_0790,PRODUTO_071,CATEGORIA_11,1,138.30,15,BOLETO,CIDADE_31,UF08,PENDENTE
791,2026-12-08,CLIENTE_0791,PRODUTO_072,CATEGORIA_12,2,139.67,16,CARTAO_DEBITO,CIDADE_32,UF09,CANCELADO
792,2024-01-09,CLIENTE_0792,PRODUTO_073,CATEGORIA_01,3,141.04,17,CARTAO_CREDITO,CIDADE_33,UF10,PAGO
793,2025-02-10,CLIENTE_0793,PRODUTO_074,CATEGORIA_02,4,142.41,18,PIX,CIDADE_34,UF11,PENDENTE
794,2026-03-11,CLIENTE_0794,PRODUTO_075,CATEGORIA_03,5,143.78,19,BOLETO,CIDADE_35,UF12,CANCELADO
795,2024-04-12,CLIENTE_0795,PRODUTO_076,CATEGORIA_04,6,145.15,20,CARTAO_DEBITO,CIDADE_36,UF13,PAGO
796,2025-05-13,CLIENTE_0796,PRODUTO_077,CATEGORIA_05,7,146.52,21,CARTAO_CREDITO,CIDADE_37,UF14,PENDENTE
797,2026-06-14,CLIENTE_0797,PRODUTO_078,CATEGORIA_06,8,147.89,22,PIX,CIDADE_38,UF15,CANCELADO
798,2024-07-15,CLIENTE_0798,PRODUTO_079,CATEGORIA_07,9,149.26,23,BOLETO,CIDADE_39,UF16,PAGO
799,2025-08-16,CLIENTE_0799,PRODUTO_080,CATEGORIA_08,10,150.63,24,CARTAO_DEBITO,CIDADE_40,UF17,PENDENTE
800,2026-09-17,CLIENTE_0800,PRODUTO_081,CATEGORIA_09,1,152.00,0,CARTAO_CREDITO,CIDADE_01,UF18,CANCELADO
801,2024-10-18,CLIENTE_0801,PRODUTO_082,CATEGORIA_10,2,153.37,1,PIX,CIDADE_02,UF19,PAGO
802,2025-11-19,CLIENTE_0802,PRODUTO_083,CATEGORIA_11,3,154.74,2,BOLETO,CIDADE_03,UF20,PENDENTE
803,2026-12-20,CLIENTE_0803,PRODUTO_084,CATEGORIA_12,4,156.11,3,CARTAO_DEBITO,CIDADE_04,UF21,CANCELADO
804,2024-01-21,CLIENTE_0804,PRODUTO_085,CATEGORIA_01,5,157.48,4,CARTAO_CREDITO,CIDADE_05,UF22,PAGO
805,2025-02-22,CLIENTE_0805,PRODUTO_086,CATEGORIA_02,6,158.85,5,PIX,CIDADE_06,UF23,PENDENTE
806,2026-03-23,CLIENTE_0806,PRODUTO_087,CATEGORIA_03,7,160.22,6,BOLETO,CIDADE_07,UF24,CANCELADO
807,2024-04-24,CLIENTE_0807,PRODUTO_088,CATEGORIA_04,8,161.59,7,CARTAO_DEBITO,CIDADE_08,UF25,PAGO
808,2025-05-25,CLIENTE_0808,PRODUTO_089,CATEGORIA_05,9,162.96,8,CARTAO_CREDITO,CIDADE_09,UF26,PENDENTE
809,2026-06-26,CLIENTE_0809,PRODUTO_090,CATEGORIA_06,10,164.33,9,PIX,CIDADE_10,UF27,CANCELADO
810,2024-07-27,CLIENTE_0810,PRODUTO_091,CATEGORIA_07,1,165.70,10,BOLETO,CIDADE_11,UF01,PAGO
811,2025-08-28,CLIENTE_0811,PRODUTO_092,CATEGORIA_08,2,167.07,11,CARTAO_DEBITO,CIDADE_12,UF02,PENDENTE
812,2026-09-01,CLIENTE_0812,PRODUTO_093,CATEGORIA_09,3,168.44,12,CARTAO_CREDITO,CIDADE_13,UF03,CANCELADO
813,2024-10-02,CLIENTE_0813,PRODUTO_094,CATEGORIA_10,4,169.81,13,PIX,CIDADE_14,UF04,PAGO
814,2025-11-03,CLIENTE_0814,PRODUTO_095,CATEGORIA_11,5,171.18,14,BOLETO,CIDADE_15,UF05,PENDENTE
815,2026-12-04,CLIENTE_0815,PRODUTO_096,CATEGORIA_12,6,172.55,15,CARTAO_DEBITO,CIDADE_16,UF06,CANCELADO
816,2024-01-05,CLIENTE_0816,PRODUTO_097,CATEGORIA_01,7,173.92,16,CARTAO_CREDITO,CIDADE_17,UF07,PAGO
817,2025-02-06,CLIENTE_0817,PRODUTO_098,CATEGORIA_02,8,175.29,17,PIX,CIDADE_18,UF08,PENDENTE
818,2026-03-07,CLIENTE_0818,PRODUTO_099,CATEGORIA_03,9,176.66,18,BOLETO,CIDADE_19,UF09,CANCELADO
819,2024-04-08,CLIENTE_0819,PRODUTO_100,CATEGORIA_04,10,178.03,19,CARTAO_DEBITO,CIDADE_20,UF10,PAGO
820,2025-05-09,CLIENTE_0820,PRODUTO_101,CATEGORIA_05,1,179.40,20,CARTAO_CREDITO,CIDADE_21,UF11,PENDENTE
821,2026-06-10,CLIENTE_0821,PRODUTO_102,CATEGORIA_06,2,180.77,21,PIX,CIDADE_22,UF12,CANCELADO
822,2024-07-11,CLIENTE_0822,PRODUTO_103,CATEGORIA_07,3,182.14,22,BOLETO,CIDADE_23,UF13,PAGO
823,2025-08-12,CLIENTE_0823,PRODUTO_104,CATEGORIA_08,4,183.51,23,CARTAO_DEBITO,CIDADE_24,UF14,PENDENTE
824,2026-09-13,CLIENTE_0824,PRODUTO_105,CATEGORIA_09,5,184.88,24,CARTAO_CREDITO,CIDADE_25,UF15,CANCELADO
825,2024-10-14,CLIENTE_0825,PRODUTO_106,CATEGORIA_10,6,186.25,0,PIX,CIDADE_26,UF16,PAGO
826,2025-11-15,CLIENTE_0826,PRODUTO_107,CATEGORIA_11,7,187.62,1,BOLETO,CIDADE_27,UF17,PENDENTE
827,2026-12-16,CLIENTE_0827,PRODUTO_108,CATEGORIA_12,8,188.99,2,CARTAO_DEBITO,CIDADE_28,UF18,CANCELADO
828,2024-01-17,CLIENTE_0828,PRODUTO_109,CATEGORIA_01,9,190.36,3,CARTAO_CREDITO,CIDADE_29,UF19,PAGO
829,2025-02-18,CLIENTE_0829,PRODUTO_110,CATEGORIA_02,10,191.73,4,PIX,CIDADE_30,UF20,PENDENTE
830,2026-03-19,CLIENTE_0830,PRODUTO_111,CATEGORIA_03,1,193.10,5,BOLETO,CIDADE_31,UF21,CANCELADO
831,2024-04-20,CLIENTE_0831,PRODUTO_112,CATEGORIA_04,2,194.47,6,CARTAO_DEBITO,CIDADE_32,UF22,PAGO
832,2025-05-21,CLIENTE_0832,PRODUTO_113,CATEGORIA_05,3,195.84,7,CARTAO_CREDITO,CIDADE_33,UF23,PENDENTE
833,2026-06-22,CLIENTE_0833,PRODUTO_114,CATEGORIA_06,4,197.21,8,PIX,CIDADE_34,UF24,CANCELADO
834,2024-07-23,CLIENTE_0834,PRODUTO_115,CATEGORIA_07,5,198.58,9,BOLETO,CIDADE_35,UF25,PAGO
835,2025-08-24,CLIENTE_0835,PRODUTO_116,CATEGORIA_08,6,199.95,10,CARTAO_DEBITO,CIDADE_36,UF26,PENDENTE
836,2026-09-25,CLIENTE_0836,PRODUTO_117,CATEGORIA_09,7,201.32,11,CARTAO_CREDITO,CIDADE_37,UF27,CANCELADO
837,2024-10-26,CLIENTE_0837,PRODUTO_118,CATEGORIA_10,8,202.69,12,PIX,CIDADE_38,UF01,PAGO
838,2025-11-27,CLIENTE_0838,PRODUTO_119,CATEGORIA_11,9,204.06,13,BOLETO,CIDADE_39,UF02,PENDENTE
839,2026-12-28,CLIENTE_0839,PRODUTO_120,CATEGORIA_12,10,205.43,14,CARTAO_DEBITO,CIDADE_40,UF03,CANCELADO
840,2024-01-01,CLIENTE_0840,PRODUTO_121,CATEGORIA_01,1,206.80,15,CARTAO_CREDITO,CIDADE_01,UF04,PAGO
841,2025-02-02,CLIENTE_0841,PRODUTO_122,CATEGORIA_02,2,208.17,16,PIX,CIDADE_02,UF05,PENDENTE
842,2026-03-03,CLIENTE_0842,PRODUTO_123,CATEGORIA_03,3,209.54,17,BOLETO,CIDADE_03,UF06,CANCELADO
843,2024-04-04,CLIENTE_0843,PRODUTO_124,CATEGORIA_04,4,210.91,18,CARTAO_DEBITO,CIDADE_04,UF07,PAGO
844,2025-05-05,CLIENTE_0844,PRODUTO_125,CATEGORIA_05,5,212.28,19,CARTAO_CREDITO,CIDADE_05,UF08,PENDENTE
845,2026-06-06,CLIENTE_0845,PRODUTO_126,CATEGORIA_06,6,213.65,20,PIX,CIDADE_06,UF09,CANCELADO
846,2024-07-07,CLIENTE_0846,PRODUTO_127,CATEGORIA_07,7,215.02,21,BOLETO,CIDADE_07,UF10,PAGO
847,2025-08-08,CLIENTE_0847,PRODUTO_128,CATEGORIA_08,8,216.39,22,CARTAO_DEBITO,CIDADE_08,UF11,PENDENTE
848,2026-09-09,CLIENTE_0848,PRODUTO_129,CATEGORIA_09,9,217.76,23,CARTAO_CREDITO,CIDADE_09,UF12,CANCELADO
849,2024-10-10,CLIENTE_0849,PRODUTO_130,CATEGORIA_10,10,219.13,24,PIX,CIDADE_10,UF13,PAGO
850,2025-11-11,CLIENTE_0850,PRODUTO_131,CATEGORIA_11,1,220.50,0,BOLETO,CIDADE_11,UF14,PENDENTE
851,2026-12-12,CLIENTE_0851,PRODUTO_132,CATEGORIA_12,2,221.87,1,CARTAO_DEBITO,CIDADE_12,UF15,CANCELADO
852,2024-01-13,CLIENTE_0852,PRODUTO_133,CATEGORIA_01,3,223.24,2,CARTAO_CREDITO,CIDADE_13,UF16,PAGO
853,2025-02-14,CLIENTE_0853,PRODUTO_134,CATEGORIA_02,4,224.61,3,PIX,CIDADE_14,UF17,PENDENTE
854,2026-03-15,CLIENTE_0854,PRODUTO_135,CATEGORIA_03,5,225.98,4,BOLETO,CIDADE_15,UF18,CANCELADO
855,2024-04-16,CLIENTE_0855,PRODUTO_136,CATEGORIA_04,6,227.35,5,CARTAO_DEBITO,CIDADE_16,UF19,PAGO
856,2025-05-17,CLIENTE_0856,PRODUTO_137,CATEGORIA_05,7,228.72,6,CARTAO_CREDITO,CIDADE_17,UF20,PENDENTE
857,2026-06-18,CLIENTE_0857,PRODUTO_138,CATEGORIA_06,8,230.09,7,PIX,CIDADE_18,UF21,CANCELADO
858,2024-07-19,CLIENTE_0858,PRODUTO_139,CATEGORIA_07,9,231.46,8,BOLETO,CIDADE_19,UF22,PAGO
859,2025-08-20,CLIENTE_0859,PRODUTO_140,CATEGORIA_08,10,232.83,9,CARTAO_DEBITO,CIDADE_20,UF23,PENDENTE
860,2026-09-21,CLIENTE_0860,PRODUTO_141,CATEGORIA_09,1,234.20,10,CARTAO_CREDITO,CIDADE_21,UF24,CANCELADO
861,2024-10-22,CLIENTE_0861,PRODUTO_142,CATEGORIA_10,2,235.57,11,PIX,CIDADE_22,UF25,PAGO
862,2025-11-23,CLIENTE_0862,PRODUTO_143,CATEGORIA_11,3,236.94,12,BOLETO,CIDADE_23,UF26,PENDENTE
863,2026-12-24,CLIENTE_0863,PRODUTO_144,CATEGORIA_12,4,238.31,13,CARTAO_DEBITO,CIDADE_24,UF27,CANCELADO
864,2024-01-25,CLIENTE_0864,PRODUTO_145,CATEGORIA_01,5,239.68,14,CARTAO_CREDITO,CIDADE_25,UF01,PAGO
865,2025-02-26,CLIENTE_0865,PRODUTO_146,CATEGORIA_02,6,241.05,15,PIX,CIDADE_26,UF02,PENDENTE
866,2026-03-27,CLIENTE_0866,PRODUTO_147,CATEGORIA_03,7,242.42,16,BOLETO,CIDADE_27,UF03,CANCELADO
867,2024-04-28,CLIENTE_0867,PRODUTO_148,CATEGORIA_04,8,243.79,17,CARTAO_DEBITO,CIDADE_28,UF04,PAGO
868,2025-05-01,CLIENTE_0868,PRODUTO_149,CATEGORIA_05,9,245.16,18,CARTAO_CREDITO,CIDADE_29,UF05,PENDENTE
869,2026-06-02,CLIENTE_0869,PRODUTO_150,CATEGORIA_06,10,246.53,19,PIX,CIDADE_30,UF06,CANCELADO
870,2024-07-03,CLIENTE_0870,PRODUTO_151,CATEGORIA_07,1,247.90,20,BOLETO,CIDADE_31,UF07,PAGO
871,2025-08-04,CLIENTE_0871,PRODUTO_152,CATEGORIA_08,2,249.27,21,CARTAO_DEBITO,CIDADE_32,UF08,PENDENTE
872,2026-09-05,CLIENTE_0872,PRODUTO_153,CATEGORIA_09,3,250.64,22,CARTAO_CREDITO,CIDADE_33,UF09,CANCELADO
873,2024-10-06,CLIENTE_0873,PRODUTO_154,CATEGORIA_10,4,252.01,23,PIX,CIDADE_34,UF10,PAGO
874,2025-11-07,CLIENTE_0874,PRODUTO_155,CATEGORIA_11,5,253.38,24,BOLETO,CIDADE_35,UF11,PENDENTE
875,2026-12-08,CLIENTE_0875,PRODUTO_156,CATEGORIA_12,6,254.75,0,CARTAO_DEBITO,CIDADE_36,UF12,CANCELADO
876,2024-01-09,CLIENTE_0876,PRODUTO_157,CATEGORIA_01,7,256.12,1,CARTAO_CREDITO,CIDADE_37,UF13,PAGO
877,2025-02-10,CLIENTE_0877,PRODUTO_158,CATEGORIA_02,8,257.49,2,PIX,CIDADE_38,UF14,PENDENTE
878,2026-03-11,CLIENTE_0878,PRODUTO_159,CATEGORIA_03,9,258.86,3,BOLETO,CIDADE_39,UF15,CANCELADO
879,2024-04-12,CLIENTE_0879,PRODUTO_160,CATEGORIA_04,10,260.23,4,CARTAO_DEBITO,CIDADE_40,UF16,PAGO
880,2025-05-13,CLIENTE_0880,PRODUTO_161,CATEGORIA_05,1,261.60,5,CARTAO_CREDITO,CIDADE_01,UF17,PENDENTE
881,2026-06-14,CLIENTE_0881,PRODUTO_162,CATEGORIA_06,2,262.97,6,PIX,CIDADE_02,UF18,CANCELADO
882,2024-07-15,CLIENTE_0882,PRODUTO_163,CATEGORIA_07,3,264.34,7,BOLETO,CIDADE_03,UF19,PAGO
883,2025-08-16,CLIENTE_0883,PRODUTO_164,CATEGORIA_08,4,265.71,8,CARTAO_DEBITO,CIDADE_04,UF20,PENDENTE
884,2026-09-17,CLIENTE_0884,PRODUTO_165,CATEGORIA_09,5,267.08,9,CARTAO_CREDITO,CIDADE_05,UF21,CANCELADO
885,2024-10-18,CLIENTE_0885,PRODUTO_166,CATEGORIA_10,6,268.45,10,PIX,CIDADE_06,UF22,PAGO
886,2025-11-19,CLIENTE_0886,PRODUTO_167,CATEGORIA_11,7,269.82,11,BOLETO,CIDADE_07,UF23,PENDENTE
887,2026-12-20,CLIENTE_0887,PRODUTO_168,CATEGORIA_12,8,271.19,12,CARTAO_DEBITO,CIDADE_08,UF24,CANCELADO
888,2024-01-21,CLIENTE_0888,PRODUTO_169,CATEGORIA_01,9,272.56,13,CARTAO_CREDITO,CIDADE_09,UF25,PAGO
889,2025-02-22,CLIENTE_0889,PRODUTO_170,CATEGORIA_02,10,273.93,14,PIX,CIDADE_10,UF26,PENDENTE
890,2026-03-23,CLIENTE_0890,PRODUTO_171,CATEGORIA_03,1,275.30,15,BOLETO,CIDADE_11,UF27,CANCELADO
891,2024-04-24,CLIENTE_0891,PRODUTO_172,CATEGORIA_04,2,276.67,16,CARTAO_DEBITO,CIDADE_12,UF01,PAGO
892,2025-05-25,CLIENTE_0892,PRODUTO_173,CATEGORIA_05,3,278.04,17,CARTAO_CREDITO,CIDADE_13,UF02,PENDENTE
893,2026-06-26,CLIENTE_0893,PRODUTO_174,CATEGORIA_06,4,279.41,18,PIX,CIDADE_14,UF03,CANCELADO
894,2024-07-27,CLIENTE_0894,PRODUTO_175,CATEGORIA_07,5,280.78,19,BOLETO,CIDADE_15,UF04,PAGO
895,2025-08-28,CLIENTE_0895,PRODUTO_176,CATEGORIA_08,6,282.15,20,CARTAO_DEBITO,CIDADE_16,UF05,PENDENTE
896,2026-09-01,CLIENTE_0896,PRODUTO_177,CATEGORIA_09,7,283.52,21,CARTAO_CREDITO,CIDADE_17,UF06,CANCELADO
897,2024-10-02,CLIENTE_0897,PRODUTO_178,CATEGORIA_10,8,284.89,22,PIX,CIDADE_18,UF07,PAGO
898,2025-11-03,CLIENTE_0898,PRODUTO_179,CATEGORIA_11,9,286.26,23,BOLETO,CIDADE_19,UF08,PENDENTE
899,2026-12-04,CLIENTE_0899,PRODUTO_180,CATEGORIA_12,10,287.63,24,CARTAO_DEBITO,CIDADE_20,UF09,CANCELADO
900,2024-01-05,CLIENTE_0900,PRODUTO_001,CATEGORIA_01,1,289.00,0,CARTAO_CREDITO,CIDADE_21,UF10,PAGO
901,2025-02-06,CLIENTE_0901,PRODUTO_002,CATEGORIA_02,2,290.37,1,PIX,CIDADE_22,UF11,PENDENTE
902,2026-03-07,CLIENTE_0902,PRODUTO_003,CATEGORIA_03,3,291.74,2,BOLETO,CIDADE_23,UF12,CANCELADO
903,2024-04-08,CLIENTE_0903,PRODUTO_004,CATEGORIA_04,4,293.11,3,CARTAO_DEBITO,CIDADE_24,UF13,PAGO
904,2025-05-09,CLIENTE_0904,PRODUTO_005,CATEGORIA_05,5,294.48,4,CARTAO_CREDITO,CIDADE_25,UF14,PENDENTE
905,2026-06-10,CLIENTE_0905,PRODUTO_006,CATEGORIA_06,6,295.85,5,PIX,CIDADE_26,UF15,CANCELADO
906,2024-07-11,CLIENTE_0906,PRODUTO_007,CATEGORIA_07,7,297.22,6,BOLETO,CIDADE_27,UF16,PAGO
907,2025-08-12,CLIENTE_0907,PRODUTO_008,CATEGORIA_08,8,298.59,7,CARTAO_DEBITO,CIDADE_28,UF17,PENDENTE
908,2026-09-13,CLIENTE_0908,PRODUTO_009,CATEGORIA_09,9,299.96,8,CARTAO_CREDITO,CIDADE_29,UF18,CANCELADO
909,2024-10-14,CLIENTE_0909,PRODUTO_010,CATEGORIA_10,10,301.33,9,PIX,CIDADE_30,UF19,PAGO
910,2025-11-15,CLIENTE_0910,PRODUTO_011,CATEGORIA_11,1,302.70,10,BOLETO,CIDADE_31,UF20,PENDENTE
911,2026-12-16,CLIENTE_0911,PRODUTO_012,CATEGORIA_12,2,304.07,11,CARTAO_DEBITO,CIDADE_32,UF21,CANCELADO
912,2024-01-17,CLIENTE_0912,PRODUTO_013,CATEGORIA_01,3,305.44,12,CARTAO_CREDITO,CIDADE_33,UF22,PAGO
913,2025-02-18,CLIENTE_0913,PRODUTO_014,CATEGORIA_02,4,306.81,13,PIX,CIDADE_34,UF23,PENDENTE
914,2026-03-19,CLIENTE_0914,PRODUTO_015,CATEGORIA_03,5,308.18,14,BOLETO,CIDADE_35,UF24,CANCELADO
915,2024-04-20,CLIENTE_0915,PRODUTO_016,CATEGORIA_04,6,309.55,15,CARTAO_DEBITO,CIDADE_36,UF25,PAGO
916,2025-05-21,CLIENTE_0916,PRODUTO_017,CATEGORIA_05,7,310.92,16,CARTAO_CREDITO,CIDADE_37,UF26,PENDENTE
917,2026-06-22,CLIENTE_0917,PRODUTO_018,CATEGORIA_06,8,312.29,17,PIX,CIDADE_38,UF27,CANCELADO
918,2024-07-23,CLIENTE_0918,PRODUTO_019,CATEGORIA_07,9,313.66,18,BOLETO,CIDADE_39,UF01,PAGO
919,2025-08-24,CLIENTE_0919,PRODUTO_020,CATEGORIA_08,10,315.03,19,CARTAO_DEBITO,CIDADE_40,UF02,PENDENTE
920,2026-09-25,CLIENTE_0920,PRODUTO_021,CATEGORIA_09,1,316.40,20,CARTAO_CREDITO,CIDADE_01,UF03,CANCELADO
921,2024-10-26,CLIENTE_0921,PRODUTO_022,CATEGORIA_10,2,317.77,21,PIX,CIDADE_02,UF04,PAGO
922,2025-11-27,CLIENTE_0922,PRODUTO_023,CATEGORIA_11,3,319.14,22,BOLETO,CIDADE_03,UF05,PENDENTE
923,2026-12-28,CLIENTE_0923,PRODUTO_024,CATEGORIA_12,4,320.51,23,CARTAO_DEBITO,CIDADE_04,UF06,CANCELADO
924,2024-01-01,CLIENTE_0924,PRODUTO_025,CATEGORIA_01,5,321.88,24,CARTAO_CREDITO,CIDADE_05,UF07,PAGO
925,2025-02-02,CLIENTE_0925,PRODUTO_026,CATEGORIA_02,6,323.25,0,PIX,CIDADE_06,UF08,PENDENTE
926,2026-03-03,CLIENTE_0926,PRODUTO_027,CATEGORIA_03,7,324.62,1,BOLETO,CIDADE_07,UF09,CANCELADO
927,2024-04-04,CLIENTE_0927,PRODUTO_028,CATEGORIA_04,8,325.99,2,CARTAO_DEBITO,CIDADE_08,UF10,PAGO
928,2025-05-05,CLIENTE_0928,PRODUTO_029,CATEGORIA_05,9,327.36,3,CARTAO_CREDITO,CIDADE_09,UF11,PENDENTE
929,2026-06-06,CLIENTE_0929,PRODUTO_030,CATEGORIA_06,10,328.73,4,PIX,CIDADE_10,UF12,CANCELADO
930,2024-07-07,CLIENTE_0930,PRODUTO_031,CATEGORIA_07,1,330.10,5,BOLETO,CIDADE_11,UF13,PAGO
931,2025-08-08,CLIENTE_0931,PRODUTO_032,CATEGORIA_08,2,331.47,6,CARTAO_DEBITO,CIDADE_12,UF14,PENDENTE
932,2026-09-09,CLIENTE_0932,PRODUTO_033,CATEGORIA_09,3,332.84,7,CARTAO_CREDITO,CIDADE_13,UF15,CANCELADO
933,2024-10-10,CLIENTE_0933,PRODUTO_034,CATEGORIA_10,4,334.21,8,PIX,CIDADE_14,UF16,PAGO
934,2025-11-11,CLIENTE_0934,PRODUTO_035,CATEGORIA_11,5,335.58,9,BOLETO,CIDADE_15,UF17,PENDENTE
935,2026-12-12,CLIENTE_0935,PRODUTO_036,CATEGORIA_12,6,336.95,10,CARTAO_DEBITO,CIDADE_16,UF18,CANCELADO
936,2024-01-13,CLIENTE_0936,PRODUTO_037,CATEGORIA_01,7,338.32,11,CARTAO_CREDITO,CIDADE_17,UF19,PAGO
937,2025-02-14,CLIENTE_0937,PRODUTO_038,CATEGORIA_02,8,339.69,12,PIX,CIDADE_18,UF20,PENDENTE
938,2026-03-15,CLIENTE_0938,PRODUTO_039,CATEGORIA_03,9,341.06,13,BOLETO,CIDADE_19,UF21,CANCELADO
939,2024-04-16,CLIENTE_0939,PRODUTO_040,CATEGORIA_04,10,342.43,14,CARTAO_DEBITO,CIDADE_20,UF22,PAGO
940,2025-05-17,CLIENTE_0940,PRODUTO_041,CATEGORIA_05,1,343.80,15,CARTAO_CREDITO,CIDADE_21,UF23,PENDENTE
941,2026-06-18,CLIENTE_0941,PRODUTO_042,CATEGORIA_06,2,345.17,16,PIX,CIDADE_22,UF24,CANCELADO
942,2024-07-19,CLIENTE_0942,PRODUTO_043,CATEGORIA_07,3,346.54,17,BOLETO,CIDADE_23,UF25,PAGO
943,2025-08-20,CLIENTE_0943,PRODUTO_044,CATEGORIA_08,4,347.91,18,CARTAO_DEBITO,CIDADE_24,UF26,PENDENTE
944,2026-09-21,CLIENTE_0944,PRODUTO_045,CATEGORIA_09,5,349.28,19,CARTAO_CREDITO,CIDADE_25,UF27,CANCELADO
945,2024-10-22,CLIENTE_0945,PRODUTO_046,CATEGORIA_10,6,350.65,20,PIX,CIDADE_26,UF01,PAGO
946,2025-11-23,CLIENTE_0946,PRODUTO_047,CATEGORIA_11,7,352.02,21,BOLETO,CIDADE_27,UF02,PENDENTE
947,2026-12-24,CLIENTE_0947,PRODUTO_048,CATEGORIA_12,8,353.39,22,CARTAO_DEBITO,CIDADE_28,UF03,CANCELADO
948,2024-01-25,CLIENTE_0948,PRODUTO_049,CATEGORIA_01,9,354.76,23,CARTAO_CREDITO,CIDADE_29,UF04,PAGO
949,2025-02-26,CLIENTE_0949,PRODUTO_050,CATEGORIA_02,10,356.13,24,PIX,CIDADE_30,UF05,PENDENTE
